,lon,lat,variable
467,-77.95336574182723,39.99973910647083,2
468,-85.31262182979756,34.53750333807661,2
469,-89.36814238943793,38.38104900170708,3
470,-114.41201034993924,32.67700898217008,1
471,-77.82913632519039,39.34994072336554,1
472,-76.33699151473314,38.11276138605324,2
473,-84.84908974405398,34.46787357659192,2
474,-106.46107453218032,35.46520165064363,1
475,-75.909131938077,43.97809535005525,3
476,-101.7499896291157,35.05292456709964,1
477,-99.36627378657316,31.143596872201595,3
478,-122.60395606521304,40.79052981739768,1
479,-90.38691507758368,40.91432856626385,2
480,-86.08535147828276,38.15167340745917,1
481,-88.54354619855285,30.89969920493151,1
482,-95.54156428864702,35.755179834841265,2
483,-89.5348411071809,34.353701290801254,3
484,-78.71898903378562,43.08614417567492,1
485,-98.41510681401196,34.28657679859876,2
486,-88.71311519912969,43.178171155216056,3
487,-110.65913160126992,43.4402029924906,3
488,-83.76386713923772,39.09911219495093,2
489,-119.20534312455806,36.277084301581226,1
490,-84.85128686262172,38.416190525951926,2
491,-84.3529104227293,30.064794840268373,1
492,-86.29487375286294,33.62630047558789,1
493,-99.03879896860354,38.87891170433847,2
494,-104.95148810149676,39.27660624083399,1
495,-87.64567744310983,34.76386890445002,1
496,-104.73481090921678,44.499841482444936,2
497,-97.05214709537267,46.82585237506092,1
498,-90.87616134714038,43.63949295299784,2
499,-92.73405426482964,45.22923040681548,3
500,-90.7244311944796,47.04208135150908,3
501,-86.9342591617083,39.57707236618369,1
502,-77.3697868619089,42.23097775059417,2
503,-86.57326342805942,34.28063860572008,2
504,-90.66294916392631,34.63313644451605,3
505,-120.93457264755853,37.86370414678934,1
506,-82.93777231739993,32.54395386081676,3
507,-103.16577241230054,34.40746582044321,3
508,-79.19158380406805,37.5789449402068,1
509,-99.3543622123655,28.110007463632517,2
510,-71.96632171344856,41.5346679499686,1
511,-116.90742728245046,44.06740938287856,3
512,-82.4659281535196,37.30463072553626,2
513,-85.45868645497963,41.44096567067701,2
514,-92.63402081693636,37.50669771636385,2
515,-81.80362560339525,24.549747959179104,3
516,-114.466523523045,33.8289327200464,3
517,-99.17135432428952,29.00267952307261,2
518,-96.71699259919016,35.03990522203892,2
519,-71.93056378856038,41.06237231992458,1
520,-77.46794774898868,37.98882683652166,1
521,-83.21103490412857,31.72464921239592,3
522,-80.96636741536892,28.5820494058965,1
523,-111.03744452763992,45.67907808340035,3
524,-88.54739912227346,30.60965355267293,1
525,-104.4171048524436,47.336456209122325,2
526,-83.01851145903038,30.98187053942253,1
527,-79.91077297369884,41.34093347439333,2
528,-76.66632704792339,38.48348829729425,2
529,-76.95878024244192,39.25114340143025,1
530,-85.38291052113946,43.00669086158187,1
531,-100.87239608790492,29.35982767431719,3
532,-84.1140454838446,43.47818823231979,1
533,-94.4037645433336,45.54733573475918,1
534,-71.88512479908222,41.440273789382935,1
535,-82.59355111741968,28.982665476954868,2
536,-98.22422785651908,29.989166628123687,1
537,-96.78173028096111,42.40920523927726,1
538,-89.73222120655531,31.69184276021112,2
539,-77.34792508401695,39.724265710843376,2
540,-79.51009703670027,35.212572380573135,3
541,-85.64207843577434,34.28423082608084,2
542,-117.93078596525764,48.95892813524586,2
543,-77.03745737256041,39.89730957767178,2
544,-122.5906855037454,48.32866567149673,2
545,-76.79664946914362,36.49243240366737,2
546,-112.00439151720563,41.96203039725227,1
547,-91.64135154481782,44.41376504806341,2
548,-103.86553508848968,44.496313522270185,3
549,-82.26448551944368,39.71024318189828,2
550,-123.58779457688526,41.1481683027233,2
551,-123.96134321813362,44.407527053407314,2
552,-88.83475202409254,38.29946069442466,2
553,-79.8291200256575,41.38198621166632,3
554,-83.3042633311845,37.28222080785864,2
555,-92.49576038365596,37.61868296517546,2
556,-99.99796604058244,40.88335222079981,3
557,-93.85454049630908,41.80819570531215,1
558,-76.85785736994471,34.76016827200511,3
559,-97.57561134808869,38.84880826223454,3
560,-73.16340214780176,42.86734933465566,3
561,-77.77186161023452,38.91652671084788,1
562,-110.9660320913262,46.191559420200285,2
563,-94.14897306528488,36.25653693555528,1
564,-89.70762038737968,41.781967501349655,3
565,-89.40399733629044,40.13792188583887,3
566,-83.6560100141135,40.297106814884046,2
567,-83.9499775043728,34.384378843657444,1
568,-94.69478075463525,36.049379864910144,2
569,-81.8097649235054,34.90027004065158,1
570,-112.2079717398207,43.5904502936039,1
571,-93.26477070954913,30.860421745297856,3
572,-79.02531898559822,39.82056476032966,3
573,-72.6950650883653,44.38826938806557,3
574,-120.79835523021278,38.29042890161331,3
575,-83.65956210986516,41.14060602355,2
576,-98.98060417704112,31.70567543942205,3
577,-116.68481744386146,48.01451395745403,2
578,-122.45311756913117,45.75532313480135,1
579,-91.39897898679013,41.47643129538007,1
580,-77.50127661988375,34.842770579403435,1
581,-98.44803514779372,30.675812112315,3
582,-88.26441396840713,43.49611003160862,1
583,-81.44627203573515,35.29539360504329,2
584,-94.14427737138637,37.21412049245944,1
585,-83.30462494383082,31.719136074524283,3
586,-72.45049720844301,41.2580839743536,1
587,-90.07527123334415,41.15313022684993,1
588,-94.33672158320864,32.54894507478266,2
589,-90.052946229346,29.72037792258628,1
590,-84.46739367218468,39.44593600634302,1
591,-80.87592542051102,34.8134786099741,3
592,-80.09191845749662,41.66247256500907,3
593,-97.88422081398843,32.971789525582246,1
594,-81.95073511951972,38.540832652250735,1
595,-97.7165720242271,36.349138408203,3
596,-81.60623020558354,40.84886135509421,1
597,-72.30486758051474,43.59168771740624,2
598,-90.85054311925497,29.135846046663648,1
599,-83.0296733986498,39.35688486637096,3
600,-116.85029602338626,44.37474331782992,3
601,-75.16967165402724,38.59739424747272,3
602,-84.55203216606633,37.23798790939156,2
603,-80.34642484348382,41.085294425619445,2
604,-91.13663080565748,29.766528498261305,1
605,-92.01618191069466,34.84198338379984,1
606,-79.83900276980035,40.5742232876318,1
607,-85.46295902415686,30.532533114877523,1
608,-86.03891835744601,46.3697496796494,2
609,-93.09551529546934,43.41568192250668,2
610,-69.02057845466692,44.59820112344677,2
611,-95.74257110358322,30.801766495689165,3
612,-90.54955328483084,34.28303122402715,2
613,-78.61631306842739,34.03279141865848,2
614,-81.98963984596868,28.9179208904433,3
615,-97.95883633431175,31.799790687632097,2
616,-95.41814530671108,30.62408830273504,2
617,-91.11155105980836,40.14218274093521,2
618,-80.90562153664368,36.470195902625335,2
619,-122.0036947613634,48.26733692895939,1
620,-93.1343665374109,36.7170621019492,3
621,-80.13921619285968,34.797489033711834,2
622,-79.32726327726922,34.45465134340289,3
623,-111.59185123672351,32.833693578202535,1
624,-90.66675184540438,40.89118952070042,3
625,-109.77817514645672,32.045854796963674,2
626,-68.85016887134607,44.9411702721761,1
627,-80.5812497835302,35.52113102165215,3
628,-92.38718266129383,45.27757881243465,3
629,-79.19970460103464,41.24195336360262,2
630,-85.81533454004771,37.338634509712456,2
631,-96.97746430782388,43.87933236464604,2
632,-83.03700635195409,30.29465638712684,3
633,-81.02766915425742,37.390390438130375,2
634,-82.96377150386998,36.438438233289446,1
635,-110.0387132756602,40.35360081927167,3
636,-77.98739870653694,42.24586272506881,3
637,-92.11615170665794,29.954185121847225,2
638,-72.6007412193947,42.42018833196109,1
639,-84.91501210118777,34.456778829624255,3
640,-97.59315824897246,40.88485141687735,3
641,-100.1619871547424,44.02409158071754,2
642,-94.69789415348298,37.147779933306616,2
643,-85.13982074216818,35.68618388705664,2
644,-83.46202841762347,38.27901946968343,2
645,-124.06337334486082,40.967230925364376,3
646,-82.84985780622318,36.79158300934444,2
647,-80.94830292672935,32.23536977847248,3
648,-88.36492206212749,39.76170625087368,3
649,-94.2402682928717,46.35560526231408,3
650,-80.77531606603078,40.59077533410089,1
651,-90.44705252701306,35.751449450885765,1
652,-77.47815967036567,37.88242462017745,1
653,-81.94858056967591,30.688721360895343,1
654,-96.38015627859332,32.27576029997419,2
655,-116.84305827795654,44.121803497596126,2
656,-83.02402751955253,34.42135555737412,2
657,-99.7367461090851,29.86116389132534,2
658,-85.36074539453026,33.395950387958685,2
659,-86.32238974034586,37.34302515989834,2
660,-122.20941013044516,40.17518775420855,2
661,-90.159583119086,30.66348757228834,1
662,-116.80386340047347,47.869063544432365,1
663,-123.098738678306,44.62411454792456,3
664,-85.98495875694736,32.96285131428186,2
